,roomId,accommodationId,name,checkIn,checkOut,defaultPeople,maxPeople
279,280,25,도보전용 디럭스(주차불가/랜덤배정/넷플릭스...,21.0,12,2,2
280,281,25,디럭스A(랜덤배정/넷플릭스-본인계정),21.0,12,2,2
281,282,25,"디럭스 트윈A(트윈베드,넷플릭스(본인계정))",21.0,12,2,2
282,283,25,디럭스B(랜덤배정/넷플릭스-본인계정),21.0,12,2,2
283,284,25,"프리미엄 트윈(트윈베드,넷플릭스(본인계정))",21.0,12,2,2
284,285,25,"디럭스 트윈B(트윈베드,넷플릭스(본인계정))",21.0,12,2,2
285,286,26,STANDARD ROOM,21.0,12,2,2
286,287,26,DELUXE ROOM,21.0,12,2,2
287,288,26,SUITE ROOM,21.0,12,2,2
288,289,26,ROYAL SUITE ROOM,21.0,12,2,2
289,290,27,이벤트룸 (도보전용/주차X),23.0,12,2,2
290,291,27,스탠다드A-넷플릭스 프리,23.0,12,2,2
291,292,27,디럭스A-넷플릭스 프리,23.0,12,2,2
292,293,27,스탠다드B-넷플릭스 프리,23.0,12,2,2
293,294,27,디럭스B-넷플릭스 프리,23.0,12,2,2
294,295,28,무한대실(최대8시간),21.0,12,2,2
295,296,28,얼리체크인,21.0,12,2,2
296,297,28,"도보 전용 특가(주차불가,넷플릭스 시청가능 ...",21.0,12,2,2
297,298,28,스탠다드A(넷플릭스 시청가능 랜덤배정 (욕조...,21.0,12,2,2
298,299,28,디럭스A(넷플릭스 시청가능),21.0,12,2,2
